customer_city,customer_state,product_category_name_english,total_orders,avg_payment_value,avg_payment_installments,avg_freight_value,avg_price,avg_products_ordered
jesupolis,GO,furniture_decor,1,57.910000,5.0000,17.920000,39.990000,1
jesupolis,GO,sports_leisure,1,137.430000,2.0000,18.090000,119.340000,1
joviania,GO,bed_bath_table,1,231.270000,1.0000,26.270000,205.000000,1
joviania,GO,garden_tools,1,66.670000,5.0000,17.670000,49.000000,1
joviania,GO,furniture_decor,1,49.100000,4.0000,16.110000,32.990000,1
joviania,GO,watches_gifts,1,76.850000,1.0000,16.860000,59.990000,1
joviania,GO,telephony,1,48.220000,4.0000,18.230000,29.990000,1
jussara,GO,perfumery,1,29.090000,1.0000,15.100000,13.990000,1
jussara,GO,cool_stuff,1,66.820000,1.0000,17.920000,48.900000,1
jussara,GO,auto,1,35.000000,1.0000,15.100000,19.900000,1
"leopoldo de bulhoes",GO,musical_instruments,1,300.760000,1.0000,17.740000,283.020000,1
luziania,GO,health_beauty,4,94.704000,1.8000,20.206000,81.918000,4
mambai,GO,cool_stuff,1,343.120000,1.0000,83.130000,259.990000,1
mambai,GO,watches_gifts,1,578.780000,7.0000,21.780000,557.000000,1
"mara rosa",GO,fashion_bags_accessories,1,99.340000,4.0000,15.340000,84.000000,1
"mara rosa",GO,auto,1,118.830000,2.0000,58.930000,59.900000,1
matrincha,GO,auto,1,142.960000,2.0000,25.660000,117.300000,1
matrincha,GO,telephony,1,64.220000,6.0000,18.230000,45.990000,1
maurilandia,GO,housewares,1,105.740000,5.0000,18.000000,87.740000,1
maurilandia,GO,stationery,1,86.580000,1.0000,18.580000,68.000000,1
maurilandia,GO,toys,1,86.240000,1.0000,16.250000,69.990000,1
"mimoso de goias",GO,watches_gifts,1,179.120000,8.0000,19.220000,159.900000,1
minacu,GO,telephony,2,77.116667,6.0000,18.273333,28.320000,3
minacu,GO,perfumery,2,181.290000,3.0000,17.810000,302.660000,2
mineiros,GO,sports_leisure,6,118.874286,4.0000,36.148571,105.084286,6
"montividiu do norte",GO,telephony,1,33.090000,1.0000,15.100000,17.990000,1
morrinhos,GO,furniture_decor,3,94.466667,2.3333,22.836667,71.630000,3
"morro agudo de goias",GO,home_appliances,1,50.680000,1.0000,17.780000,32.900000,1
mossamedes,GO,toys,1,84.140000,1.0000,34.150000,49.990000,1
mozarlandia,GO,housewares,2,81.315000,3.5000,23.415000,57.900000,2
"mundo novo",GO,costruction_tools_garden,1,136.080000,1.0000,18.080000,118.000000,1
"mundo novo",GO,watches_gifts,1,204.070000,1.0000,16.070000,188.000000,1
mutunopolis,GO,sports_leisure,1,58.560000,1.0000,34.150000,24.410000,1
nazario,GO,furniture_decor,1,69.900000,5.0000,0.000000,69.900000,1
nazario,GO,housewares,1,102.245000,5.0000,36.500000,167.990000,1
neropolis,GO,health_beauty,2,214.920000,2.3333,16.613333,114.180000,3
niquelandia,GO,fashion_bags_accessories,3,62.476667,1.0000,16.143333,29.866667,3
"nova america",GO,computers_accessories,1,66.110000,3.0000,15.110000,51.000000,1
"nova aurora",GO,watches_gifts,1,512.620000,6.0000,22.620000,490.000000,1
"nova crixas",GO,health_beauty,1,176.180000,2.0000,22.780000,153.400000,1
"nova roma",GO,bed_bath_table,1,67.590000,3.0000,17.600000,49.990000,1
"nova veneza",GO,home_appliances,1,54.380000,1.0000,18.230000,36.150000,1
"nova veneza",GO,books_general_interest,1,174.590000,3.0000,25.590000,149.000000,1
"nova veneza",GO,baby,1,155.030000,4.0000,20.130000,134.900000,1
"nova veneza",GO,telephony,1,35.000000,1.0000,15.100000,19.900000,1
"novo gama",GO,baby,2,60.415000,3.5000,16.465000,43.950000,2
"novo gama",GO,cool_stuff,2,498.035000,1.0000,18.585000,479.450000,2
"novo planalto",GO,telephony,1,46.290000,1.0000,18.300000,27.990000,1
orizona,GO,cool_stuff,2,192.635000,2.5000,20.145000,172.490000,2
"ouro verde de goias",GO,housewares,1,98.230000,9.0000,15.330000,82.900000,1
ouvidor,GO,furniture_decor,1,401.070000,1.0000,18.690000,115.000000,1
"padre bernardo",GO,bed_bath_table,1,62.010000,3.0000,16.110000,45.900000,1
"padre bernardo",GO,housewares,1,42.690000,1.0000,16.790000,25.900000,1
"padre bernardo",GO,luggage_accessories,1,126.890000,1.0000,19.990000,106.900000,1
"padre bernardo",GO,telephony,1,32.100000,1.0000,15.100000,17.000000,1
"palmeiras de goias",GO,auto,1,148.220000,1.0000,38.320000,109.900000,1
"palmeiras de goias",GO,home_confort,1,125.420000,10.0000,15.520000,109.900000,1
"palmeiras de goias",GO,watches_gifts,1,133.690000,2.0000,18.690000,115.000000,1
palminopolis,GO,cool_stuff,1,237.940000,4.0000,38.940000,199.000000,1
paranaiguara,GO,auto,1,62.980000,2.0000,23.080000,39.900000,1
paranaiguara,GO,sports_leisure,1,122.500000,2.0000,15.500000,107.000000,1
paranaiguara,GO,housewares,1,107.870000,1.0000,17.880000,89.990000,1
parauna,GO,sports_leisure,1,114.440000,1.0000,15.440000,99.000000,1
parauna,GO,furniture_decor,1,69.900000,1.0000,0.000000,69.900000,1
parauna,GO,bed_bath_table,1,86.730000,4.0000,17.730000,69.000000,1
parauna,GO,auto,1,339.090000,10.0000,20.110000,318.980000,1
piracanjuba,GO,housewares,2,272.225000,4.5000,69.775000,202.450000,2
piracanjuba,GO,bed_bath_table,2,254.283333,1.6667,21.776667,114.963333,3
piranhas,GO,health_beauty,1,101.340000,1.0000,16.350000,84.990000,1
piranhas,GO,bed_bath_table,1,86.050000,5.0000,16.150000,69.900000,1
piranhas,GO,baby,1,484.250000,8.0000,89.350000,394.900000,1
piranhas,GO,computers_accessories,1,240.170000,7.0000,71.170000,169.000000,1
pirenopolis,GO,fashion_shoes,1,123.180000,3.0000,23.280000,99.900000,1
pirenopolis,GO,garden_tools,1,67.590000,1.0000,17.600000,49.990000,1
pirenopolis,GO,health_beauty,1,76.650000,3.0000,17.660000,58.990000,1
pirenopolis,GO,sports_leisure,1,88.320000,1.0000,23.330000,64.990000,1
"pires do rio",GO,health_beauty,3,291.045000,5.7500,40.055000,177.445000,3
planaltina,GO,auto,2,128.765000,1.0000,24.465000,104.300000,2
planaltina,GO,sports_leisure,2,83.460000,1.5000,18.560000,64.900000,2
"planaltina de goias",GO,home_appliances,1,50.800000,1.0000,15.100000,35.700000,1
"planaltina de goias",GO,computers_accessories,1,80.810000,1.0000,20.910000,59.900000,1
pontalina,GO,furniture_decor,1,284.660000,2.0000,59.660000,225.000000,1
pontalina,GO,home_construction,1,204.060000,1.0000,24.060000,180.000000,1
porangatu,GO,telephony,3,33.626667,2.3333,16.143333,17.483333,3
portelandia,GO,sports_leisure,1,61.400000,1.0000,18.400000,43.000000,1
portelandia,GO,home_appliances,1,69.230000,1.0000,18.240000,50.990000,1
posse,GO,cool_stuff,3,131.850000,2.0000,18.526667,113.323333,3
quirinopolis,GO,watches_gifts,2,91.066667,2.0000,18.320000,120.926667,2
quirinopolis,GO,bed_bath_table,2,141.155000,3.5000,18.980000,122.175000,2
rianapolis,GO,bed_bath_table,2,124.000000,4.5000,21.055000,102.945000,2
"rio verde",GO,watches_gifts,6,130.158333,2.8333,17.676667,112.481667,5
"rio verde",GO,health_beauty,6,227.703333,4.0000,25.106667,202.596667,6
rubiataba,GO,health_beauty,2,51.495000,1.0000,18.250000,33.245000,2
rubiataba,GO,watches_gifts,2,170.035000,6.5000,18.035000,152.000000,2
sanclerlandia,GO,watches_gifts,1,68.965000,1.5000,18.930000,119.000000,1
sanclerlandia,GO,stationery,1,96.800000,1.0000,17.800000,79.000000,1
sanclerlandia,GO,toys,1,39.910000,1.0000,17.920000,21.990000,1
sanclerlandia,GO,bed_bath_table,1,235.700000,1.0000,17.950000,99.900000,1
"santa cruz de goias",GO,bed_bath_table,1,231.270000,5.0000,26.270000,205.000000,1
"santa cruz de goias",GO,sports_leisure,1,548.420000,1.0000,22.210000,252.000000,1
"santa fe de goias",GO,watches_gifts,1,1326.790000,8.0000,27.790000,1299.000000,1
"santa fe de goias",GO,fashion_male_clothing,1,250.910000,7.0000,52.110000,198.800000,1
"santa fe de goias",GO,garden_tools,1,140.490000,1.0000,50.500000,89.990000,1
"santa fe de goias",GO,computers_accessories,1,203.080000,2.0000,53.180000,149.900000,1
"santa helena de goias",GO,toys,2,342.305000,3.5000,24.355000,302.300000,2
"santa rita do araguaia",GO,watches_gifts,2,175.570000,4.5000,37.295000,138.275000,2
"santo antonio do descoberto",GO,perfumery,2,78.185000,4.5000,15.185000,63.000000,2
"sao joao d'alianca",GO,cool_stuff,1,636.740000,1.0000,64.740000,572.000000,1
"sao joao d'alianca",GO,telephony,1,43.090000,4.0000,15.100000,27.990000,1
"sao joao d'alianca",GO,bed_bath_table,1,165.030000,1.0000,21.490000,143.540000,1
"sao joao da parauna",GO,toys,1,187.840000,3.0000,27.850000,159.990000,1
"sao luis de montes belos",GO,sports_leisure,2,124.100000,1.5000,19.200000,104.900000,2
"sao luiz do norte",GO,cool_stuff,1,148.330000,1.0000,18.340000,129.990000,1
"sao miguel do araguaia",GO,housewares,1,423.670000,10.0000,68.230000,169.490000,1
"sao miguel do araguaia",GO,health_beauty,1,117.010000,1.0000,17.140000,99.870000,1
"sao miguel do araguaia",GO,bed_bath_table,1,492.560000,1.0000,26.380000,219.900000,1
"sao miguel do araguaia",GO,furniture_decor,1,423.670000,10.0000,18.950000,167.000000,1
"sao miguel do araguaia",GO,telephony,1,273.670000,1.0000,23.680000,249.990000,1
"sao patricio",GO,health_beauty,1,172.960000,1.0000,14.260000,158.700000,1
"sao simao",GO,costruction_tools_tools,1,170.190000,1.0000,20.290000,149.900000,1
"sao simao",GO,telephony,1,37.130000,1.0000,18.230000,18.900000,1
"sao simao",GO,housewares,1,87.640000,7.0000,17.740000,69.900000,1
"senador canedo",GO,sports_leisure,2,88.535000,1.0000,19.540000,68.995000,2
"senador canedo",GO,cool_stuff,2,77.710000,2.0000,15.215000,62.495000,2
serranopolis,GO,watches_gifts,1,811.280000,8.0000,21.290000,789.990000,1
serranopolis,GO,bed_bath_table,1,111.020000,6.0000,21.120000,89.900000,1
serranopolis,GO,auto,1,287.970000,4.0000,164.980000,122.990000,1
silvania,GO,health_beauty,3,229.546667,3.6667,29.583333,199.963333,3
simolandia,GO,consoles_games,1,56.790000,4.0000,16.790000,40.000000,1
simolandia,GO,sports_leisure,1,112.940000,1.0000,13.950000,98.990000,1
"teresina de goias",GO,stationery,1,96.800000,2.0000,17.800000,79.000000,1
trindade,GO,health_beauty,6,164.951667,3.0000,29.005000,135.946667,6
trombas,GO,telephony,1,32.070000,1.0000,15.100000,16.970000,1
turvania,GO,sports_leisure,1,40.590000,4.0000,16.790000,23.800000,1
turvania,GO,fashion_bags_accessories,1,76.760000,2.0000,16.860000,59.900000,1
uruacu,GO,garden_tools,3,150.347500,2.2500,35.367500,76.195000,3
uruacu,GO,bed_bath_table,3,196.440000,5.6667,52.206667,144.233333,3
uruana,GO,computers_accessories,2,288.390000,1.6667,37.496667,114.100000,2
urutai,GO,computers_accessories,1,54.220000,1.0000,18.230000,35.990000,1
urutai,GO,fashion_bags_accessories,1,96.980000,9.0000,17.980000,79.000000,1
urutai,GO,telephony,1,33.590000,1.0000,15.100000,18.490000,1
"valparaiso de goias",GO,furniture_decor,4,100.710000,3.3333,16.170000,46.100000,5
"valparaiso de goias",GO,sports_leisure,4,159.088000,2.8000,23.028000,175.006000,4
vianopolis,GO,auto,1,179.120000,3.0000,19.220000,159.900000,1
vianopolis,GO,watches_gifts,1,257.780000,2.0000,23.890000,105.000000,1
vicentinopolis,GO,fashion_shoes,1,369.600000,1.0000,19.700000,349.900000,1
vicentinopolis,GO,fixed_telephony,1,50.950000,1.0000,16.050000,34.900000,1
acailandia,MA,watches_gifts,2,199.400000,3.5000,34.950000,164.450000,2
acailandia,MA,furniture_decor,2,215.985000,7.0000,40.540000,175.445000,2
alcantara,MA,telephony,1,464.860000,6.0000,20.030000,212.400000,1
"alto alegre do maranhao",MA,health_beauty,1,123.320000,4.0000,34.420000,88.900000,1
"alto alegre do pindare",MA,cool_stuff,1,259.560000,4.0000,60.560000,199.000000,1
"alto parnaiba",MA,cool_stuff,1,155.390000,1.0000,25.400000,129.990000,1
"alto parnaiba",MA,sports_leisure,1,183.290000,2.0000,43.390000,139.900000,1
"alto parnaiba",MA,auto,1,429.170000,8.0000,29.270000,399.900000,1
"alto parnaiba",MA,stationery,1,117.100000,2.0000,38.100000,79.000000,1
"alto parnaiba",MA,watches_gifts,1,63.150000,1.0000,34.150000,29.000000,1
"amapa do maranhao",MA,telephony,1,50.050000,3.0000,34.150000,15.900000,1
araguana,MA,computers_accessories,1,224.070000,5.0000,105.070000,119.000000,1
arame,MA,telephony,1,64.140000,1.0000,34.150000,29.990000,1
arari,MA,home_confort,1,665.870000,8.0000,66.870000,599.000000,1
arari,MA,toys,1,162.920000,2.0000,53.120000,109.800000,1
bacabal,MA,health_beauty,2,64.990000,1.0000,42.500000,22.490000,2
bacabal,MA,computers_accessories,2,112.470000,2.0000,43.525000,68.945000,2
bacuri,MA,sports_leisure,1,295.790000,3.0000,43.790000,252.000000,1
bacuri,MA,electronics,1,64.500000,1.0000,50.850000,13.650000,1
balsas,MA,sports_leisure,2,966.743333,3.0000,28.416667,735.000000,2
balsas,MA,perfumery,2,318.985000,2.5000,32.040000,286.945000,2
balsas,MA,electronics,2,89.015000,1.5000,36.695000,52.320000,2
"barra do corda",MA,sports_leisure,2,562.790000,8.2000,46.650000,101.622000,4
"barra do corda",MA,watches_gifts,2,135.405000,4.0000,42.905000,92.500000,2
barreirinhas,MA,luggage_accessories,1,134.830000,2.0000,34.500000,100.330000,1
barreirinhas,MA,housewares,1,205.710000,3.0000,35.810000,169.900000,1
barreirinhas,MA,auto,1,85.360000,1.0000,34.160000,51.200000,1
barreirinhas,MA,sports_leisure,1,64.830000,6.0000,24.840000,39.990000,1
"bela vista do maranhao",MA,telephony,1,83.150000,1.0000,34.150000,49.000000,1
"benedito leite",MA,musical_instruments,1,134.120000,1.0000,38.220000,95.900000,1
bequimao,MA,telephony,1,386.150000,5.0000,36.250000,349.900000,1
"boa vista do gurupi",MA,telephony,1,64.140000,1.0000,34.150000,29.990000,1
"boa vista do gurupi",MA,housewares,1,90.610000,4.0000,26.710000,63.900000,1
"bom jardim",MA,sports_leisure,1,60.050000,1.0000,34.150000,25.900000,1
"bom jesus das selvas",MA,health_beauty,1,153.220000,5.0000,57.220000,96.000000,1
"bom jesus das selvas",MA,computers_accessories,1,148.200000,10.0000,34.150000,39.950000,1
brejo,MA,cool_stuff,1,138.240000,2.0000,38.250000,99.990000,1
buriti,MA,musical_instruments,1,229.900000,1.0000,26.140000,26.900000,1
buriticupu,MA,furniture_decor,1,77.520000,3.0000,26.620000,50.900000,1
buriticupu,MA,home_construction,1,473.360000,5.0000,77.185000,159.495000,2
buriticupu,MA,watches_gifts,1,190.880000,1.0000,34.890000,155.990000,1
buriticupu,MA,fashion_male_clothing,1,95.640000,3.0000,35.740000,59.900000,1
cajapio,MA,cool_stuff,1,149.160000,3.0000,59.170000,89.990000,1
cajari,MA,telephony,1,316.300000,1.0000,27.300000,289.000000,1
"campestre do maranhao",MA,sports_leisure,1,132.900000,1.0000,52.910000,79.990000,1
"campestre do maranhao",MA,housewares,1,208.050000,1.0000,38.150000,169.900000,1
"candido mendes",MA,health_beauty,1,316.580000,3.0000,38.390000,119.900000,1
cantanhede,MA,watches_gifts,1,735.850000,1.0000,46.850000,689.000000,1
"capinzal do norte",MA,watches_gifts,1,307.240000,8.0000,27.240000,280.000000,1
"capinzal do norte",MA,sports_leisure,1,153.360000,2.0000,38.360000,115.000000,1
carolina,MA,baby,1,456.640000,10.0000,36.740000,419.900000,1
carolina,MA,health_beauty,1,44.050000,2.0000,34.150000,9.900000,1
carutapera,MA,garden_tools,1,97.870000,3.0000,37.970000,59.900000,1
carutapera,MA,sports_leisure,1,153.360000,1.0000,38.360000,115.000000,1
caxias,MA,sports_leisure,3,117.230000,4.6667,46.600000,70.630000,3
cedral,MA,audio,1,124.330000,1.0000,34.430000,89.900000,1
cedral,MA,health_beauty,1,198.670000,10.0000,38.670000,160.000000,1
cedral,MA,musical_instruments,1,1093.520000,10.0000,178.520000,915.000000,1
"centro novo do maranhao",MA,watches_gifts,1,176.405000,8.0000,52.820000,299.990000,1
chapadinha,MA,fashion_bags_accessories,1,153.060000,1.0000,44.085000,32.445000,2
chapadinha,MA,computers_accessories,1,70.850000,1.0000,50.860000,19.990000,1
chapadinha,MA,watches_gifts,1,63.150000,1.0000,34.150000,29.000000,1
cidelandia,MA,health_beauty,1,528.800000,3.0000,38.210000,93.990000,1
codo,MA,office_furniture,2,563.878000,1.4000,104.882000,91.988000,2
"coelho neto",MA,baby,2,101.770000,1.0000,34.320000,67.450000,2
colinas,MA,consoles_games,1,369.285000,5.5000,48.680000,689.890000,1
colinas,MA,health_beauty,1,361.070000,8.0000,36.070000,325.000000,1
colinas,MA,perfumery,1,163.760000,1.0000,24.890000,56.990000,1
coroata,MA,sports_leisure,2,119.455000,2.5000,37.010000,82.445000,2
coroata,MA,furniture_decor,2,207.230000,1.0000,55.916667,101.933333,2
coroata,MA,auto,2,145.730000,6.0000,43.735000,101.995000,2
cururupu,MA,stationery,1,96.960000,1.0000,37.960000,59.000000,1
cururupu,MA,computers_accessories,1,372.260000,4.0000,51.900000,320.360000,1
cururupu,MA,health_beauty,1,285.450000,4.0000,35.550000,249.900000,1
"dom pedro",MA,health_beauty,1,152.330000,2.0000,14.175000,61.990000,2
"dom pedro",MA,bed_bath_table,1,117.900000,1.0000,19.050000,39.900000,1
"dom pedro",MA,cool_stuff,1,168.450000,2.0000,38.460000,129.990000,1
esperantinopolis,MA,baby,1,209.360000,1.0000,39.460000,169.900000,1
esperantinopolis,MA,computers_accessories,1,237.610000,1.0000,51.800000,185.810000,1
esperantinopolis,MA,furniture_decor,1,324.440000,3.0000,39.540000,284.900000,1
estreito,MA,auto,1,117.860000,2.0000,50.970000,66.890000,1
estreito,MA,furniture_decor,1,136.020000,9.0000,36.020000,100.000000,1
estreito,MA,perfumery,1,173.770000,4.0000,34.770000,139.000000,1
"formosa da serra negra",MA,health_beauty,1,155.500000,5.0000,56.500000,99.000000,1
fortuna,MA,health_beauty,2,220.585000,1.0000,43.590000,176.995000,2
"goncalves dias",MA,computers_accessories,1,99.250000,1.0000,34.250000,65.000000,1
"governador eugenio barros",MA,home_construction,1,417.450000,7.0000,71.130000,346.320000,1
grajau,MA,luggage_accessories,2,260.240000,7.0000,95.245000,164.995000,2
guimaraes,MA,watches_gifts,1,252.110000,2.0000,52.120000,199.990000,1
"humberto de campos",MA,cool_stuff,1,81.570000,3.0000,35.670000,45.900000,1
icatu,MA,baby,1,892.900000,10.0000,114.900000,778.000000,1
imperatriz,MA,telephony,5,69.242000,2.0000,35.670000,33.572000,5
imperatriz,MA,health_beauty,5,118.164000,1.6000,41.208000,76.956000,5
imperatriz,MA,furniture_decor,5,198.290000,3.4000,43.512000,154.778000,5
"itapecuru mirim",MA,bed_bath_table,1,248.840000,5.0000,48.840000,200.000000,1
"itapecuru mirim",MA,fashion_bags_accessories,1,106.495000,1.5000,43.000000,169.990000,1
"itapecuru mirim",MA,furniture_decor,1,102.820000,1.0000,42.830000,59.990000,1
"itapecuru mirim",MA,health_beauty,1,138.300000,1.0000,15.310000,122.990000,1
jatoba,MA,health_beauty,1,186.360000,4.0000,36.370000,149.990000,1
"joao lisboa",MA,auto,1,320.760000,16.0000,35.760000,285.000000,1
"joao lisboa",MA,home_appliances,1,151.420000,1.0000,51.420000,100.000000,1
"joao lisboa",MA,health_beauty,1,136.240000,10.0000,38.240000,98.000000,1
"joao lisboa",MA,cool_stuff,1,138.240000,4.0000,38.250000,99.990000,1
joselandia,MA,furniture_decor,1,109.180000,2.0000,35.830000,73.350000,1
"lago da pedra",MA,cool_stuff,1,156.150000,1.0000,36.160000,119.990000,1
"lago da pedra",MA,baby,1,151.530000,1.0000,34.620000,116.910000,1
"lago da pedra",MA,health_beauty,1,156.160000,2.0000,36.160000,120.000000,1
"lago da pedra",MA,bed_bath_table,1,151.910000,3.0000,38.340000,113.570000,1
"lago da pedra",MA,watches_gifts,1,423.210000,8.0000,53.310000,369.900000,1
"lago verde",MA,health_beauty,1,134.010000,10.0000,36.010000,98.000000,1
loreto,MA,computers,1,1643.640000,8.0000,43.650000,1599.990000,1
"magalhaes de almeida",MA,watches_gifts,1,323.520000,3.0000,52.620000,270.900000,1
maioba,MA,perfumery,1,75.170000,2.0000,21.180000,53.990000,1
maioba,MA,watches_gifts,1,621.780000,8.0000,26.880000,594.900000,1
maracacume,MA,watches_gifts,1,89.190000,4.0000,34.190000,55.000000,1
maracacume,MA,bed_bath_table,1,105.300000,5.0000,52.720000,52.580000,1
maracacume,MA,baby,1,424.970000,5.0000,45.070000,379.900000,1
maracacume,MA,auto,1,182.960000,10.0000,53.260000,129.700000,1
maranhaozinho,MA,stationery,1,76.570000,1.0000,35.670000,40.900000,1
"mata roma",MA,watches_gifts,1,69.840000,5.0000,24.840000,45.000000,1
"mata roma",MA,telephony,1,191.070000,10.0000,43.070000,148.000000,1
matoes,MA,sports_leisure,1,106.300000,1.0000,34.300000,72.000000,1
"matoes do norte",MA,bed_bath_table,1,143.010000,4.0000,43.110000,99.900000,1
"matoes do norte",MA,health_beauty,1,629.270000,1.0000,30.270000,599.000000,1
"miranda do norte",MA,health_beauty,1,154.640000,5.0000,34.640000,120.000000,1
mirinzal,MA,health_beauty,1,108.280000,2.0000,34.150000,19.990000,1
mirinzal,MA,sports_leisure,1,105.710000,1.0000,35.810000,69.900000,1
mirinzal,MA,audio,1,97.660000,1.0000,52.670000,44.990000,1
moncao,MA,cool_stuff,1,143.360000,1.0000,57.370000,85.990000,1
"nova olinda do maranhao",MA,computers,1,1240.850000,1.0000,40.850000,1200.000000,1
"nova olinda do maranhao",MA,bed_bath_table,1,263.650000,8.0000,51.150000,212.500000,1
"nova olinda do maranhao",MA,sports_leisure,1,101.820000,3.0000,47.820000,54.000000,1
"nova olinda do maranhao",MA,health_beauty,1,118.010000,10.0000,38.110000,79.900000,1
"olho d'agua das cunhas",MA,telephony,2,185.485000,2.5000,28.990000,156.495000,2
"paco do lumiar",MA,bed_bath_table,2,38.568000,2.2000,24.560000,83.020000,2
paraibano,MA,home_construction,1,172.810000,1.0000,42.140000,37.950000,1
paraibano,MA,health_beauty,1,46.225000,1.0000,52.480000,39.970000,1
paraibano,MA,garden_tools,1,172.810000,1.0000,33.720000,59.000000,1
parnarama,MA,cool_stuff,1,217.820000,3.0000,50.830000,166.990000,1
"passagem franca",MA,telephony,1,87.660000,1.0000,24.840000,18.990000,2
"pastos bons",MA,watches_gifts,1,112.350000,2.0000,34.350000,78.000000,1
"pastos bons",MA,auto,1,97.870000,1.0000,37.970000,59.900000,1
pedreiras,MA,toys,2,382.396667,4.3333,37.276667,297.596667,3
"pindare mirim",MA,computers_accessories,2,200.645000,3.0000,37.145000,163.500000,2
pinheiro,MA,perfumery,1,203.980000,1.0000,34.980000,169.000000,1
pinheiro,MA,telephony,1,135.250000,1.0000,21.250000,114.000000,1
pinheiro,MA,consoles_games,1,74.050000,1.0000,34.150000,39.900000,1
pinheiro,MA,computers_accessories,1,139.950000,3.0000,36.050000,103.900000,1
"pio xii",MA,garden_tools,1,546.030000,3.0000,66.040000,479.990000,1
"pocao de pedras",MA,housewares,1,214.050000,3.0000,35.050000,179.000000,1
"porto franco",MA,furniture_decor,1,285.000000,1.0000,35.000000,250.000000,1
"porto franco",MA,telephony,1,64.140000,1.0000,34.150000,29.990000,1
"presidente dutra",MA,auto,2,157.995000,1.0000,38.095000,119.900000,2
"presidente dutra",MA,watches_gifts,2,421.750000,3.0000,53.300000,368.450000,2
"presidente dutra",MA,sports_leisure,2,132.755000,4.0000,31.560000,101.195000,2
"presidente juscelino",MA,telephony,1,302.460000,5.0000,52.470000,249.990000,1
"presidente medici",MA,sports_leisure,1,143.990000,1.0000,38.990000,105.000000,1
rosario,MA,auto,1,79.040000,1.0000,50.920000,28.120000,1
sambaiba,MA,cool_stuff,1,215.470000,1.0000,36.570000,178.900000,1
"santa helena",MA,computers_accessories,1,231.880000,1.0000,51.980000,179.900000,1
"santa helena",MA,watches_gifts,1,225.030000,2.0000,35.130000,189.900000,1
"santa helena",MA,luggage_accessories,1,435.230000,10.0000,155.330000,279.900000,1
"santa ines",MA,housewares,2,53.910000,2.0000,30.965000,22.945000,2
"santa ines",MA,cool_stuff,2,176.905000,5.5000,37.410000,139.495000,2
"santa luzia",MA,watches_gifts,1,210.030000,3.0000,35.030000,175.000000,1
"santa luzia",MA,electronics,1,103.490000,1.0000,35.790000,67.700000,1
"santa luzia do parua",MA,health_beauty,1,115.780000,1.0000,35.880000,79.900000,1
"santa quiteria do maranhao",MA,health_beauty,1,100.750000,3.0000,50.850000,49.900000,1
"santa rita",MA,bed_bath_table,1,124.330000,1.0000,34.430000,89.900000,1
"sao benedito do rio preto",MA,computers_accessories,1,133.220000,10.0000,38.220000,95.000000,1
"sao bento",MA,bed_bath_table,1,107.030000,5.0000,38.030000,69.000000,1
"sao bento",MA,watches_gifts,1,554.000000,5.0000,54.000000,500.000000,1
"sao bernardo",MA,computers_accessories,1,114.790000,1.0000,29.790000,85.000000,1
"sao bernardo",MA,health_beauty,1,138.300000,1.0000,15.310000,122.990000,1
"sao bernardo",MA,home_appliances,1,670.300000,12.0000,171.500000,498.800000,1
"sao domingos do maranhao",MA,computers_accessories,1,62.050000,1.0000,34.150000,27.900000,1
"sao domingos do maranhao",MA,garden_tools,1,157.460000,1.0000,57.470000,99.990000,1
"sao francisco do brejao",MA,computers_accessories,1,82.750000,1.0000,50.850000,31.900000,1
"sao joao batista",MA,sports_leisure,1,149.110000,1.0000,36.110000,113.000000,1
"sao joao do paraiso",MA,pet_shop,1,115.920000,2.0000,35.880000,80.040000,1
"sao joao dos patos",MA,housewares,1,53.800000,1.0000,20.800000,33.000000,1
"sao joao dos patos",MA,perfumery,1,81.880000,1.0000,24.890000,56.990000,1
"sao joao dos patos",MA,watches_gifts,1,277.080000,8.0000,58.080000,219.000000,1
"sao joao dos patos",MA,sports_leisure,1,198.570000,4.0000,38.670000,159.900000,1
"sao joao dos patos",MA,health_beauty,1,120.900000,6.0000,35.910000,84.990000,1
"sao joao dos patos",MA,auto,1,113.650000,2.0000,56.950000,56.700000,1
"sao jose de ribamar",MA,telephony,3,51.866667,1.0000,21.716667,30.150000,3
"sao luis",MA,health_beauty,41,195.790000,2.9756,24.945854,170.844146,32
"sao mateus do maranhao",MA,auto,1,573.740000,10.0000,71.720000,215.150000,1
"sao mateus do maranhao",MA,watches_gifts,1,242.980000,1.0000,38.980000,204.000000,1
"sao mateus do maranhao",MA,stationery,1,113.980000,1.0000,38.080000,75.900000,1
"sao pedro da agua branca",MA,perfumery,1,336.560000,1.0000,26.660000,309.900000,1
"sao vicente ferrer",MA,fashion_sport,1,314.370000,1.0000,108.470000,205.900000,1
satubinha,MA,pet_shop,1,133.020000,1.0000,26.610000,39.900000,1
satubinha,MA,health_beauty,1,96.950000,1.0000,37.960000,58.990000,1
"senador la rocque",MA,fixed_telephony,1,124.430000,3.0000,34.430000,90.000000,1
"sitio novo",MA,telephony,1,59.140000,5.0000,34.150000,24.990000,1
"sucupira do norte",MA,furniture_decor,1,155.360000,4.0000,35.460000,119.900000,1
"sucupira do norte",MA,bed_bath_table,1,248.840000,5.0000,48.840000,200.000000,1
timon,MA,sports_leisure,2,115.873333,1.3333,26.906667,58.266667,3
timon,MA,telephony,2,41.595000,1.0000,21.150000,20.445000,2
tutoia,MA,toys,2,278.435000,1.0000,53.490000,224.945000,2
